Id,TagName,Count,ExcerptPostId,WikiPostId,IsModeratorOnly,IsRequired
"5453","keystore","8","","","",""
"5457","ooxml","1","221270","221269","",""
"5458","arrow-functions","14","221303","221302","",""
"5461","linguagem-de-marcação","3","","","",""
"5463","delphi-seatle","4","266340","266339","",""
"5464","rowfilter","5","","","",""
"5466","npoi","4","","","",""
"5467","html-helpers","14","221852","221851","",""
"5468","bootstrap-4","323","352821","352820","",""
"5470","bootstrap-datepicker","10","438146","438145","",""
"5471","metronic","2","","","",""
"5473","elixir","21","224690","224689","",""
"5477","mqtt","9","224004","224003","",""
"5480","android-content-provider","2","","","",""
"5490","bootstrap-validator","4","","","",""
"5491","vbscript","33","225518","225517","",""
"5492","programação-reativa","7","","","",""
"5497","delphi-xe7","3","266333","266332","",""
"5499","angular-fire-2","8","","","",""
"5501","class-library","5","","","",""
"5505","graphql","30","381592","381591","",""
"5509","java-9","9","226580","226579","",""
"5510","jigsaw","3","226591","226590","",""
"5516","inline","11","","","",""
"5520","map","75","","","",""
"5527","testes-automatizados","48","260900","260899","",""
"5533","phaser-js","2","","","",""
"5535","game","26","","","",""
"5536","token-ajax","7","","","",""
"5541","jest","43","454668","454667","",""
"5550","data-class","4","","","",""
"5552","libreoffice","12","296463","296462","",""
"5554","cosmos-db","4","","","",""
"5562","document-db","2","","","",""
"5567","tensorflow","37","","","",""
"5572","ecmascript","11","484425","484424","",""
"5576","luis","2","","","",""
"5584","delphi-2006","1","235509","235508","",""
"5586","eslint","21","486712","486711","",""
"5587","syntax-highlight","3","","","",""
"5597","identificador","4","","","",""
"5602","quasar","18","","","",""
"5605","anexo","6","","","",""
"5606","crystal-lang","2","234015","234014","",""
"5607","superclasse","6","","","",""
"5608","subclasse","3","","","",""
"5609","hapijs","4","","","",""
"5610","scilab","4","","","",""
"5614","vuetify","38","535458","535457","",""
"5620","fasta","2","236405","236404","",""
"5621","dados-abertos","2","236535","236534","",""
"5630","sendmail","9","","","",""
"5633","django-annotate","2","","","",""
"5643","bot-framework","5","238882","238881","",""
"5652","jcalendar","4","","","",""
"5653","framework7","4","240266","240265","",""
"5655","geany","6","","","",""
"5659","crawling","4","","","",""
"5670","nltk","14","502807","502806","",""
"5674","corotina","4","","","",""
"5677","wow.js","1","242701","242700","",""
"5681","cross-compiler","4","","","",""
"5685","rabbitmq","11","569975","569974","",""
"5688","gamificação","2","247252","247251","",""
"5690","java2d","9","","","",""
"5693","lookbehind","1","244982","244981","",""
"5707","httpd","4","","","",""
"5721","usercontrol","11","","","",""
"5723","teste-de-carga","2","","","",""
"5724","vue-resource","4","","","",""
"5729","c3p0","6","","","",""
"5732","substring","33","","","",""
"5733","gml","2","249177","249176","",""
"5734","small-basic","1","249179","249178","",""
"5736","dfsort","1","249186","249185","",""
"5737","ocl","1","249190","249189","",""
"5738","datasource","7","","","",""
"5739","edit-and-continue","1","249736","249735","",""
"5741","yii2","20","341722","341721","",""
"5742","vue-router","28","","","",""
"5743","rust","28","485836","485835","",""
"5745","boost","4","","","",""
"5746","aspx","18","","","",""
"5748","python-kivy","45","","","",""
"5749","pyautogui","33","522793","522792","",""
"5752","tipo-anônimo","3","","","",""
"5753","code128","1","251362","251361","",""
"5758","mstest","2","","","",""
"5762","sklearn","25","425894","425893","",""
"5766","dynamic","10","","","",""
"5767","glm","9","","","",""
"5768","create-project","2","","","",""
"5770","mocha","7","","","",""
"5771",".net-standard","4","","","",""
"5773","data-warehouse","13","","","",""
"5774","data-attribute","6","","","",""
"5775","async-await","48","","","",""
"5788","lombok","4","300031","300030","",""
"5791","funções-puras","2","","","",""
"5792","scss","49","","","",""
"5796","quartz-scheduler","3","256074","256073","",""
"5801","vue.js-2","83","","","",""
"5802","froala-editor","2","","","",""
"5815","modelo-de-atores","2","","","",""
"5816","angular-cli","21","","","",""
"5820","chosen","2","","","",""
"5822","delphi-tokyo","8","","","",""
"5825","django-channels","2","","","",""
"5831","elementos","15","","","",""
"5836","método-abstrato","6","","","",""
"5837","stringr","6","259748","259747","",""
"5846","checkout","8","","","",""
"5849","aba","17","","","",""
"5851","getusermedia","2","","","",""
"5853","java-processing","16","286519","286518","",""
"5855","httpclient","22","","","",""
"5859","postsharp","2","","","",""
"5862","real-time","5","","","",""
"5863","mediarecorder","2","","","",""
"5864","jira","3","267854","267853","",""
"5866","bottomnavigationview","6","","","",""
"5878","redux","66","263614","263613","",""
"5879","sum","40","","","",""
"5882","watson","7","","","",""
"5886","razor-pages","24","494180","494179","",""
"5887","dotnet-cli","22","","","",""
"5893","ui","36","","","",""
"5895","beautifulsoup","56","265172","265171","",""
"5896","picture","4","476217","476216","",""
"5897","android-resources","4","","","",""
"5900","mahapps","2","","","",""
"5902","glsl","3","","","",""
"5906","deepin","4","","","",""
"5908","native","14","","","",""
"5912","udp","5","","","",""
"5913","ui-draggable","9","","","",""
"5916","dataframe","287","332393","332392","",""
"5918","musl","1","267534","267533","",""
"5922","jta","4","","","",""
"5923","criptomoeda","2","","","",""
"5930","lavarel","5","","","",""
"5944","renderização","11","","","",""
"5945","android-room","4","","","",""
"5956","webp","5","","","",""
"5957","vuex","23","","","",""
"5967","lme4","6","","","",""
"5969","sh","9","","","",""
"5976","aspxrichedit","2","272945","272944","",""
"5977","cloud-search","1","287595","287594","",""
"5983","gtk-python","6","","","",""
"5985","rgss3","2","274164","274163","",""
"5996","exec","10","","","",""
"5997","mixin","2","","","",""
"5998","drc","2","","","",""
"6000","soma","54","","","",""
"6006","minizinc","2","","","",""
"6008","symfony4","9","414280","414279","",""
"6011","angular","2073","277407","277406","",""
"6012","anova","7","","","",""
"6017","powerpivot","2","","","",""
"6022","angular-5","21","447113","447112","",""
"6033","firebase-cloud-messaging","24","356040","356039","",""
"6037","webengine","3","","","",""
"6042","tempo-real","5","","","",""
"6045","firebase-database","79","278700","278699","",""
"6046","hoisting","2","","","",""
"6047","vulnerabilidade","4","","","",""
"6049","lógica-difusa","3","","","",""
"6060","prism","3","","","",""
"6063","keyframes","11","","","",""
"6066","comandos","3","","","",""
"6071","database-partitioning","3","281830","281829","",""
"6080","tela","9","","","",""
"6081","django-2.0","62","","","",""
"6082","calendario","10","","","",""
"6084","fragment","17","","","",""
"6095","relação","2","","","",""
"6100","try-with-resources","6","","","",""
"6104","dagger","2","","","",""
"6108","fs","16","","","",""
"6111","dbeaver","16","511572","511571","",""
"6120","grid-layout","7","","","",""
"6132","clusterização","6","388301","388300","",""
"6133","guava","1","304654","304653","",""
"6143","tempo-de-vida","7","","","",""
"6147","instant-app","1","290731","290730","",""
"6152","keras","31","304101","304100","",""
"6157","jsonarray","2","","","",""
"6160","split","43","","","",""
"6161","nightwatch","2","","","",""
"6162","e2e","5","","","",""
"6164","ipad","3","","","",""
"6171","latin1","2","","","",""
"6174","jsonb","4","294338","294337","",""
"6180","array-push","16","","","",""
"6188","pthreads","6","","","",""
"6194","adminlte","14","425855","425854","",""
"6196","flyway","10","427700","427699","",""
"6203","identity","16","","","",""
"6205","ncurses","2","","","",""
"6209","expo","49","393983","393982","",""
"6211","newtonsoft","12","","","",""
"6216","estatística-bootstrap","7","","","",""
"6217","cypher","2","","","",""
"6218","boletophp","2","","","",""
"6222","java-10","3","345389","345388","",""
"6224","scratch","3","300772","300771","",""
"6225","catalina","3","","","",""
"6234","google-sheets","44","518690","518689","",""
"6243","cefsharp","4","","","",""
"6245","angular-6","115","447111","447110","",""
"6261","configurationmanager","3","","","",""
"6269","apache-kafka","5","","","",""
"6285","inner-join","61","","","",""
"6292","delphi-4","2","","","",""
"6302","tidyverse","56","423226","423225","",""
"6303","tomcat8","3","","","",""
"6304","ean-13","1","310905","310904","",""
"6309","cli","7","","","",""
"6311","linguagens-formais","12","","","",""
"6313","c++17","12","","","",""
"6330","restify","5","","","",""
"6335","interceptor","3","","","",""
"6336","vsts","1","329785","329784","",""
"6338","firestore","64","398474","398473","",""
"6340","mtv","2","358495","358494","",""
"6341","sonarlint","2","","","",""
"6344","restsharp","9","","","",""
"6349","cpython","8","319251","319250","",""
"6350","python-internals","18","332525","332524","",""
"6357","falha-de-segmentação","24","","","",""
"6358","asp.net-core-web-api","24","","","",""
"6360","webstorage","3","","","",""
"6364","rvm","2","","","",""
"6365","mysql-num-rows","2","","","",""
"6383","telnet","5","","","",""
"6384","tapply","3","","","",""
"6385","jalert","2","","","",""
"6398","fabric.js","5","","","",""
"6406","wildfly13","2","","","",""
"6409","sonarqube","9","","","",""
"6418","literal","4","","","",""
"6429","data-manipulation","11","","","",""
"6430","função-discriminante","2","","","",""
"6442","dev-tools","9","","","",""
"6448","toasts","6","","","",""
"6449","validation","10","","","",""
"6451","spark","14","535452","535451","",""
"6460","pipe","6","","","",""
"6468","rmarkdown","36","414266","414265","",""
"6480","valgrind","3","341103","341102","",""
"6482","react-navigation","71","","","",""
"6483","react-navigation-fluid-transitions","2","","","",""
"6489","kivy","45","348057","348056","",""
"6498","spring-rest","4","490025","490024","",""
"6515","bat","64","431546","431545","",""
"6518","user-interface","4","","","",""
"6523","wcag","1","339889","339888","",""
"6528","postgresql-10","14","340128","340127","",""
"6531","chatterbot","16","388315","388314","",""
"6533","material","7","","","",""
"6534","delphi-5","2","","","",""
"6535","randomforest","1","341640","341639","",""
"6548","câmera","11","","","",""
"6555","cte","8","344630","344629","",""
"6564","opencsv","2","","","",""
"6566","java-12","1","346347","346346","",""
"6567","flutter","579","346836","346835","",""
"6571","adonisjs","46","572144","572143","",""
"6572","reportlab","7","","","",""
"6574","x++","1","352276","352275","",""
"6578","lawtex","8","","","",""
"6581","contratos","2","","","",""
"6586","sweetalert2","10","","","",""
"6588","descriptors","4","","","",""
"6594","global","7","","","",""
"6599","ocaml","4","","","",""
"6601","schema","5","432882","432881","",""
"6604","dax","19","358823","358822","",""
"6605","java-11","11","364446","364445","",""
"6607","cqrs","5","","","",""
"6615","fetch","54","480842","480841","",""
"6618","urllib","9","","","",""
"6620","snmp","5","","","",""
"6621","analise-de-texto","4","573129","573128","",""
"6631","bottle","3","","","",""
"6632","leaflet","9","431736","431735","",""
"6636","spyder","5","","","",""
"6637","ambiente","5","","","",""
"6643","dml","3","360238","360237","",""
"6646","http2","4","359919","359918","",""
"6648","nunit","3","","","",""
"6649","testes-unitarios","3","360236","360235","",""
"6655","export","13","","","",""
"6656","angular-7","35","447510","447509","",""
"6662","asp-net-core","43","","","",""
"6676","aprendizado-supervisionado","4","","","",""
"6677","biblioteca-estática","2","","","",""
"6682","curto-circuito","3","","","",""
"6687","resiliência","2","","","",""
"6692","sso","3","","","",""
"6697","ldap","6","","","",""
"6698","pynput","6","368433","368432","",""
"6700","fsockopen","2","","","",""
"6703","openpyxl","13","","","",""
"6708","bubblesort","10","","","",""
"6714","explode","3","","","",""
"6716","php-8","11","412333","412332","",""
"6723","pupeteer","3","","","",""
"6726","séries-temporais","26","","","",""
"6727","mineração-de-textos","2","","","",""
"6731","oracle18c","3","","","",""
"6732","pymongo","12","548474","548473","",""
"6738","scheme","1","380710","380709","",""
"6739","shiny-server","2","380783","380782","",""
"6740","sqlfiddle","16","","","",""
"6742","ionic4","28","","","",""
"6743","elm","3","","","",""
"6745","seeders","5","","","",""
"6747","portugol-studio","10","","","",""
"6748","styled-components","32","","","",""
"6756","touch-events","3","","","",""
"6768","react-select","4","","","",""
"6770","gif","2","395382","395381","",""
"6780","console-application","25","","","",""
"6781","condição-de-corrida","3","","","",""
"6784","números-mágicos","2","389378","389377","",""
"6786","css-shape","2","","","",""
"6800","print","19","","","",""
"6804","visual-studio-2019","16","394102","394101","",""
"6810","lucid","2","","","",""
"6819","aspectj","2","","","",""
"6820","dinâmico","50","","","",""
"6824","msbuild","2","","","",""
"6838","rxjs","11","","","",""
"6839","angular-8","31","447512","447511","",""
"6845","logback","3","401750","401749","",""
"6848","jssc","4","402555","402554","",""
"6857","react-hooks","169","447451","447450","",""
"6862","outofrange","3","","","",""
"6868","this","12","","","",""
"6876","blazor","15","431220","431219","",""
"6878","postgresql-11","2","","","",""
"6882","q#","1","413990","413989","",""
"6885","metaclass","3","","","",""
"6891","cx-freeze","4","423590","423589","",""
"6895","flyweight","4","424074","424073","",""
"6901","material-ui","29","450169","450168","",""
"6905","caret","2","419627","419626","",""
"6906","java-13","1","419756","419755","",""
"6911","ciência-de-dados","51","421929","421928","",""
"6916","livelock","1","421420","421419","",""
"6920","entidade","4","","","",""
"6926","django-2.2","3","","","",""
"6929","apache-phoenix","1","425960","425959","",""
"6930","knex.js","19","424856","424855","",""
"6939","elixir-mix","1","425722","425721","",""
"6949","seaborn","15","518398","518397","",""
"6951","jre","3","427763","427762","",""
"6959","idempotência","2","","","",""
"6966","typeorm","26","","","",""
"6972","eclipse-plugin","2","429766","429765","",""
"6973","grails-plugin","1","429769","429768","",""
"6975","gdscript","5","430655","430654","",""
"6980","linguagem-de-máquina","2","430657","430656","",""
"6986","indicative","2","431126","431125","",""
"6994","series-temporais","10","","","",""
"6996","forecast","4","","","",""
"7007","togaf","1","433063","433062","",""
"7008","numeraljs","2","433201","433200","",""
"7011","g++","3","","","",""
"7014","bigquery","12","433614","433613","",""
"7015","pillow","4","433806","433805","",""
"7018","html2pdf-js","2","","","",""
"7028","flexdashboard","5","","","",""
"7034","yup","11","","","",""
"7035","react-router-dom","20","","","",""
"7047","lodash","2","","","",""
"7048","linting","1","441761","441760","",""
"7060","deno","3","444462","444461","",""
"7082",".net-5","7","448057","448056","",""
"7087","módulo-ecmascript","38","591308","591307","",""
"7091","super","2","","","",""
"7101","bulma","1","454040","454039","",""
"7102","columns","13","","","",""
"7104","android-uiautomator","1","451538","451537","",""
"7110","chai","2","","","",""
"7116","maui","3","455217","455216","",""
"7118","git-cherry-pick","3","","","",""
"7120","puppeteer","14","455788","455787","",""
"7121","git-remote","4","","","",""
"7122","storage","5","","","",""
"7123","revisão-de-código","74","456009","456008","",""
"7128","tibble","4","","","",""
"7133","kotlin-coroutines","2","","","",""
"7182","svelte","5","","","",""
"7183","heatmap.js","3","","","",""
"7186","influxdb","1","480614","480613","",""
"7190","date-fns","2","475604","475603","",""
"7201","primeng","4","482155","482154","",""
"7209","web-vitals","1","480598","480597","",""
"7213","cypress","8","481663","481662","",""
"7214","record-types","5","","","",""
"7218","sympy","3","","","",""
"7221","tailwind","5","484525","484524","",""
"7222","localstack","1","484846","484845","",""
"7231","laravel-8","19","485799","485798","",""
"7251","formik","4","","","",""
"7252","text-mining","1","491908","491907","",""
"7267","prettier","2","","","",""
"7268","swiftui","2","493780","493779","",""
"7272","temporal","1","507663","507662","",""
"7274","scala-3","1","495674","495673","",""
"7276","c++20","2","496169","496168","",""
"7277","gsl","1","496173","496172","",""
"7284","ctypes","1","497161","497160","",""
"7288","teoria-dos-tipos","2","","","",""
"7292","django3","2","","","",""
"7297","asyncstorage","11","502501","502500","",""
"7300","pattern-matching","7","","","",""
"7302","python-c-api","1","502776","502775","",""
"7334","tidyr","6","508656","508655","",""
"7344","akka","2","513256","513255","",""
"7345","entity-framework-5","1","513258","513257","",""
"7348","tipos-algébricos","2","","","",""
"7352","ieee-754","2","","","",""
"7353","llvm","2","","","",""
"7359","forms","9","","","",""
"7400","fastapi","3","","","",""
"7402","discord.py","5","","","",""
"7405","ballerina","1","535375","535374","",""
"7414","unity2d","4","","","",""
"7430","discord","6","538287","538286","",""
"7439","next.js","59","554772","554771","",""
"7454","appium","1","542233","542232","",""
"7456","jitsi","2","","","",""
"7457","jupyter-notebook","52","","","",""
"7460","react-testing-library","2","547198","547197","",""
"7468","autolisp","2","","","",""
"7499","programacao-quantica","1","557576","557575","",""
"7538","tsyringe","2","","","",""
"7539","zig","2","","","",""
"7559","bun","1","586752","586751","",""
"7572","módulo-python","21","","","",""
"7574","programação-modular","3","","","",""
"7594","untagged","1","","","",""
